tconst,primaryTitle,originalTitle,year,runtimeMinutes,numVotes,label,writers,directors,title_is_same,normalized_title
tt0113580,Kummeli Stories,Kummeli Stories,1995,90.0,2316.0,1,"nm0374829,nm0434716,nm0798628",nm0344955,1,kummeli stories
tt0113627,Leaving Las Vegas,Leaving Las Vegas,1995,111.0,120030.0,1,"nm3840714,nm0001214",nm0001214,1,leaving las vegas
tt0113674,Live Nude Girls,Live Nude Girls,1995,95.0,1841.0,0,nm0492087,nm0492087,1,live nude girls
tt0113703,Love Letter,Love Letter,2006,117.0,8308.0,1,nm0412517,nm0412517,1,love letter
tt0113725,Mábớrớsi,Maboroshi no hikari,1995,110.0,5749.0,1,"nm0594429,nm0644720",nm0466153,0,maborosi
tt0113729,Mad Love,Mad Love,1995,93.0,6488.0,0,nm0590360,nm0000944,1,mad love
tt0113749,Mallrats,Mallrats,1995,94.0,3558.0,1,nm0003620,nm0003620,1,mallrats
tt0113755,Man of the House,Man of the House,1995,96.0,9407.0,0,"nm0669757,nm0420135,nm0650561,nm0189979",nm0650561,1,man of the house
tt0113757,A Chinese Torture Chamber Story,A Chinese Torture Chamber Story,1994,88.0,1309.0,0,"nm1223461,nm3568255",nm0482571,1,a chinese torture chamber story
tt0113774,Margaret's Museum,Margaret's Museum,1995,114.0,1342.0,1,"nm0192996,nm0923303,nm0710372",nm0710372,1,margarets museum
tt0113808,Miami Rhapsody,Miami Rhapsody,1995,95.0,3309.0,0,nm0291205,nm0291205,1,miami rhapsody
tt0113820,Mighty Morphin Power Rangers: The Movie,Mighty Morphin Power Rangers: The Movie,1995,95.0,26664.0,0,"nm0436960,nm0647592",nm0818465,1,mighty morphin power rangers the movie
tt0113824,Whisper of the Heart,Mimi wo sumaseba,1995,111.0,58060.0,1,"nm0594503,nm0383707,nm1248357,nm1248358",nm0464911,0,whisper of the heart
tt0113828,Les Misérables,Les Misérables,1995,175.0,3788.0,1,"nm0401076,nm0500988",nm0500988,1,les miserables
tt0113845,Money Train,Money Train,1995,110.0,40354.0,0,"nm0724514,nm0521739",nm0747849,1,money train
tt0113870,Murder in the First,Murder in the First,1995,122.0,27861.0,1,nm0330108,nm0733692,1,murder in the first
tt0113922,Like Grains of Sand,Like Grains of Sand,1995,129.0,1408.0,1,nm0368031,nm0368031,1,like grains of sand
tt0113971,Nothing Funny,Nothing Funny,1995,95.0,3355.0,1,nm0467666,nm0467666,1,nothing funny
tt0113986,Niné Mớnths,Niné Mớnths,2006,103.0,36367.0,0,"nm0105317,nm0001060",nm0001060,1,nine months
tt0113987,Nixon,Nixon,1995,192.0,30228.0,1,"nm0729151,nm0929349,nm0000231",nm0000231,1,nixon
tt0114055,Pécúliáritiés ớf thé Nátiớnál Húnt,Pécúliáritiés ớf thé Nátiớnál Húnt,1995,93.0,4113.0,1,nm0737400,nm0737400,1,peculiarities of the national hunt
tt0114099,The Passion of Darkly Noon,The Passion of Darkly Noon,2006,100.0,3852.0,0,nm0726000,nm0726000,1,the passion of darkly noon
tt0114193,Prớjéct: Métálbéást,Prớjéct: Métálbéást,2006,92.0,3558.0,0,"nm0208506,nm0754845,nm0826160",nm0208506,1,project metalbeast
tt0114196,Proteus,Proteus,1995,97.0,1140.0,0,"nm0112488,nm0278755",nm0444571,1,proteus
tt0114306,Rúmpélstiltskin,Rúmpélstiltskin,2006,87.0,2386.0,0,"nm0428751,nm0748445",nm0428751,1,rumpelstiltskin
tt0114388,Sense and Sensibility,Sense and Sensibility,1995,136.0,3558.0,1,"nm0000807,nm0000668",nm0000487,1,sense and sensibility
tt0114429,Shirli-myrli,Shirli-myrli,1995,143.0,3558.0,1,"nm0579828,nm0608741,nm0760351",nm0579828,1,shirlimyrli
tt0114432,Hidden Assassin,The Shooter,2006,104.0,2184.0,0,"nm0553221,nm0857217,nm0712753",nm0467646,0,hidden assassin
tt0114465,Ski School 2,Ski School 2,1994,92.0,3558.0,0,nm0621058,nm0593262,1,ski school 2
tt0114478,Smoke,Smoke,2006,112.0,35503.0,1,nm0000808,nm0911061,1,smoke
tt0114489,Soldier Boyz,Soldier Boyz,1995,90.0,1205.0,0,nm0702912,nm0007128,1,soldier boyz
tt0114496,Something to Talk About,Something to Talk About,1995,106.0,14839.0,0,nm0451884,nm0002120,1,something to talk about
tt0114508,Species,Species,1995,108.0,78430.0,0,nm0271022,nm0002044,1,species
tt0114622,North Star,North Star,1996,90.0,1242.0,0,"nm0020571,nm0126756,nm0777401,nm0006872,nm0232229,nm0645017,nm0317440",nm0310168,1,north star
tt0114666,The Tie That Binds,The Tie That Binds,1995,99.0,1174.0,0,nm0041722,nm0834338,1,the tie that binds
tt0114690,Tokyo Fist,Tokyo Fist,1995,87.0,3354.0,1,"nm0756836,nm0875354",nm0875354,1,tokyo fist
tt0114709,Tớy Stớry,Toy Story,1995,81.0,937386.0,1,"nm0005124,nm0230032,nm0004056,nm0710020,nm0923736,nm0169505,nm0812513",nm0005124,0,toy story
tt0114732,The Three Brothers,The Three Brothers,1995,105.0,6631.0,1,"nm0099828,nm0132064,nm0501846","nm0099828,nm0132064",1,the three brothers
tt0114781,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,1995,100.0,3558.0,0,"nm0368818,nm0716257,nm0493369",nm0614276,1,under siege 2 dark territory
tt0114787,Underground,Underground,1995,170.0,57292.0,1,"nm0468169,nm0001437",nm0001437,1,underground
tt0114825,Vampire in Brooklyn,Vampire in Brooklyn,2006,100.0,23032.0,0,"nm0000552,nm0528487,nm0614151,nm0524710,nm0662134",nm0000127,1,vampire in brooklyn
tt0114863,Ulysses' Gaze,To vlemma tou Odyssea,1995,176.0,6679.0,1,"nm0000766,nm0346096,nm0548316,nm0797792,nm3433031,nm0392955",nm0000766,0,ulysses gaze
tt0114996,A Chinese Odyssey: Part 2 - Cinderella,A Chinese Odyssey: Part 2 - Cinderella,1995,98.0,6989.0,1,"nm0311508,nm1063158",nm0311508,1,a chinese odyssey part 2 cinderella
tt0115005,Xiu Xiu: The Sent-Down Girl,Xiu Xiu: The Sent-Down Girl,1998,99.0,3316.0,1,"nm0001040,nm0945802",nm0001040,1,xiu xiu the sentdown girl
tt0115040,The Garden,Záhrada,1995,99.0,1942.0,1,"nm0503931,nm0837808,nm0838499",nm0838499,0,the garden
tt0115433,101 Dalmatians,101 Dalmatians,1996,103.0,108573.0,0,"nm0807977,nm0000455",nm0378893,1,101 dalmatians
tt0115472,The Adventures of Pinocchio,The Adventures of Pinocchio,1996,96.0,5656.0,0,"nm0590188,nm0006625,nm0070676,nm0075727,nm0172830,nm0817033",nm0006625,1,the adventures of pinocchio
tt0115530,American Buffalo,American Buffalo,1996,88.0,3720.0,0,nm0000519,nm0180912,1,american buffalo
tt0115568,Army,Army,1996,153.0,1685.0,0,"nm0063357,nm0240882",nm0792905,1,army
tt0115577,Ásphált Tángớ,Asphalt Tango,1996,100.0,3558.0,1,"nm0135952,nm0505964",nm0135952,0,asphalt tango
tt0115610,Bad Moon,Bad Moon,1996,80.0,6601.0,0,"nm0810316,nm0714599",nm0714599,1,bad moon
tt0115633,Bastard Out of Carolina,Bastard Out of Carolina,1996,98.0,3558.0,1,"nm0021433,nm0580559",nm0001378,1,bastard out of carolina
tt0115639,Beautiful Girls,Beautiful Girls,1996,112.0,32514.0,1,nm0003298,nm0001130,1,beautiful girls
tt0115650,The Green Planet,La belle verte,1996,99.0,4652.0,1,nm0785684,nm0785684,0,the green planet
tt0115658,Bérnié,Bérnié,1996,87.0,3558.0,1,"nm0243355,nm0491229",nm0243355,1,bernie
tt0115676,Big Bully,Big Bully,1996,90.0,4961.0,0,nm0425756,nm0591171,1,big bully
tt0115685,Thé Birdcágé,Thé Birdcágé,1996,117.0,85775.0,1,"nm0688497,nm0891554,nm0596850,nm0200473,nm0561938",nm0001566,1,the birdcage
tt0115701,Blast,Blast,1997,99.0,1574.0,0,nm0089502,nm0089502,1,blast
tt0115736,Bound,Bound,1996,109.0,3558.0,1,"nm0905152,nm0905154","nm0905152,nm0905154",1,bound
tt0115738,Bớx ớf Mớớnlight,Box of Moonlight,1996,112.0,5578.0,1,nm0001139,nm0001139,0,box of moonlight
tt0115742,Boys,Boys,1996,86.0,3644.0,0,"nm0168214,nm0759070",nm0168214,1,boys
tt0115744,Brassed Off,Brassed Off,1996,108.0,19448.0,1,nm0379179,nm0379179,1,brassed off
tt0115751,Bréáking thé Wávés,Breaking the Waves,1996,159.0,65164.0,1,"nm0001885,nm0039576,nm0685168",nm0001885,0,breaking the waves
tt0115783,Bulletproof,Bulletproof,1996,84.0,37755.0,0,"nm0311020,nm0171474",nm0225416,1,bulletproof
tt0115794,Bámbola,Bámbola,1996,92.0,3558.0,0,"nm0296658,nm0000940",nm0000940,1,bambola
tt0115836,Carpool,Carpool,1996,89.0,4803.0,0,nm0722610,nm0002137,1,carpool
tt0115940,A Summer's Tale,A Summer's Tale,1996,113.0,7522.0,1,nm0006445,nm0006445,1,a summers tale
tt0115994,Curdled,Curdled,1996,88.0,5216.0,0,"nm0102929,nm0531021,nm0000233",nm0102929,1,curdled
tt0116039,Day of the Warrior,Day of the Warrior,1996,96.0,3558.0,0,nm0796477,nm0796477,1,day of the warrior
tt0116040,Daylight,Daylight,1996,114.0,3558.0,0,nm0092018,nm0003418,1,daylight
tt0116116,Dévil's Islánd,Dévil's Islánd,1996,99.0,3558.0,1,nm0477595,nm0296144,1,devils island
tt0116165,Ed,Ed,1996,94.0,8491.0,0,"nm0724192,nm0148489,nm0262693",nm0184323,1,ed
tt0116209,The English Patient,The English Patient,1996,162.0,185397.0,1,"nm0648546,nm0005237",nm0005237,1,the english patient
tt0116225,Escape from L.A.,Escape from L.A.,1996,101.0,73011.0,0,"nm0000118,nm0145309,nm0384185,nm0000621",nm0000118,1,escape from la
tt0116231,The Bandit,The Bandit,1996,128.0,68360.0,1,nm0877078,nm0877078,1,the bandit
tt0116240,The Evening Star,The Evening Star,1996,129.0,4583.0,0,"nm0573505,nm0363326",nm0363326,1,the evening star
tt0116247,Evil Ed,Evil Ed,1995,93.0,3576.0,0,"nm0414936,nm0526615,nm1766786",nm0414936,1,evil ed
tt0116261,Eye of God,Eye of God,2006,84.0,1193.0,1,nm0625789,nm0625789,1,eye of god
tt0116269,Faithful,Faithful,1996,91.0,2087.0,0,nm0001590,nm0005196,1,faithful
tt0116274,Familia,Familia,1996,98.0,1335.0,1,nm0508208,nm0508208,1,familia
tt0116289,Feeling Minnesota,Feeling Minnesota,1996,99.0,10982.0,0,nm0047076,nm0047076,1,feeling minnesota
tt0116293,Female Perversions,Female Perversions,1996,120.0,2451.0,0,"nm0438303,nm0372877,nm0834201",nm0834201,1,female perversions
tt0116308,Fire,Fire,1996,108.0,5941.0,1,nm0576548,nm0576548,1,fire
tt0116311,First Kid,First Kid,1996,101.0,10750.0,0,nm0445552,nm0262693,1,first kid
tt0116367,From Dusk Till Dawn,From Dusk Till Dawn,1996,108.0,3558.0,1,"nm0476071,nm0000233",nm0001675,1,from dusk till dawn
tt0116405,Getting Away with Murder,Getting Away with Murder,2006,91.0,1370.0,0,nm0588458,nm0588458,1,getting away with murder
tt0116407,Gháták: Léthál,Gháták: Léthál,1996,158.0,3528.0,1,"nm0222422,nm1185046,nm0706953,nm0764316",nm0764316,1,ghatak lethal
tt0116426,Thé Gớd ớf Cớớkéry,Thé Gớd ớf Cớớkéry,1996,88.0,8687.0,1,"nm0159507,nm2650758,nm0874683","nm0159507,nm0497758",1,the god of cookery
tt0116480,Hamsun,Hamsun,1996,159.0,1558.0,1,"nm0257981,nm0361101,nm0873296",nm0873296,1,hamsun
tt0116506,Hearts & Minds,Hearts & Minds,1995,100.0,3321.0,0,"nm0956537,nm0787570",nm0956537,1,hearts minds
tt0116514,Hellraiser: Bloodline,Hellraiser: Bloodline,1996,85.0,20729.0,0,nm0040643,"nm0944892,nm0000647",1,hellraiser bloodline
tt0116587,Hustler White,Hustler White,2006,79.0,3558.0,0,"nm0478418,nm0145684","nm0145684,nm0478418",1,hustler white
tt0116681,Body Troopers,Body Troopers,1996,91.0,1069.0,0,nm0406936,nm0406936,1,body troopers
tt0116692,Beyond Silence,Beyond Silence,1996,109.0,4292.0,1,"nm0512862,nm0785237",nm0512862,1,beyond silence
tt0116695,Jerry Maguire,Jerry Maguire,1996,139.0,254959.0,1,nm0001081,nm0001081,1,jerry maguire
tt0116705,Jingle All the Way,Jingle All the Way,1996,89.0,98926.0,0,nm0466473,nm0505152,1,jingle all the way
tt0116752,Drifting Clouds,Drifting Clouds,1996,97.0,7572.0,1,nm0442454,nm0442454,1,drifting clouds
tt0116756,Kázáám,Kázáám,1996,93.0,24021.0,0,"nm0001274,nm0285557,nm0812143",nm0001274,1,kazaam
tt0116763,Khamoshi the Musical,Khamoshi: The Musical,1996,160.0,4063.0,1,"nm0080220,nm1399188",nm0080220,0,khamoshi the musical
tt0116767,Kids Return,Kizzu ritân,1996,107.0,5979.0,1,nm0001429,nm0001429,0,kids return
tt0116791,Killer Condom,Killer Condom,1996,107.0,3012.0,0,"nm0477910,nm0910644,nm0469729",nm0910644,1,killer condom
tt0116828,The Last Days of Frankie the Fly,The Last Days of Frankie the Fly,1996,96.0,1842.0,0,nm0130502,nm0548533,1,the last days of frankie the fly
tt0116851,Leila,Leila,1997,102.0,3603.0,1,"nm0030536,nm0576529",nm0576529,1,leila
tt0116852,Léily Is with Mé,Leily Ba Man Ast,1996,95.0,4452.0,1,"nm2154550,nm0846092",nm0846092,0,leily is with me
tt0116860,"Pretty Village, Pretty Flame","Pretty Village, Pretty Flame",1996,115.0,15939.0,1,"nm0119919,nm0236729,nm0538755,nm0670655",nm0236729,1,pretty village pretty flame
tt0116883,Lilla Jönssonligan och cornflakeskuppen,Lilla Jönssonligan och cornflakeskuppen,1996,90.0,1556.0,0,"nm0405128,nm0917513",nm0917513,1,lilla jonssonligan och cornflakeskuppen
tt0116897,Littlé Witchés,Little Witches,2006,90.0,3558.0,0,"nm0227489,nm0898883",nm0801040,0,little witches
tt0116905,Lone Star,Lone Star,1996,135.0,29237.0,1,nm0000626,nm0000626,1,lone star
tt0116922,Lost Highway,Lost Highway,1997,134.0,137572.0,1,"nm0000186,nm0317510",nm0000186,1,lost highway
tt0117002,Mary Reilly,Mary Reilly,1996,108.0,14721.0,0,"nm0553168,nm0358960",nm0001241,1,mary reilly
tt0117039,Michael Collins,Michael Collins,1996,133.0,30861.0,1,nm0001403,nm0001403,1,michael collins
tt0117056,The Mirror,Ayneh,1997,95.0,2641.0,1,nm0070159,nm0070159,0,the mirror
tt0117060,Mission: Impossible,Mission: Impossible,1996,110.0,406184.0,1,"nm0312367,nm0462895,nm0001873,nm0001801",nm0000361,1,mission impossible
tt0117070,Mojave Moon,Mojave Moon,1996,95.0,2572.0,0,nm0322058,nm0235852,1,mojave moon
tt0117128,Mystery Science Theater 3000: The Movie,Mystery Science Theater 3000: The Movie,1996,73.0,3558.0,1,"nm0625621,nm0064546,nm0540075,nm0614436,nm0670447,nm0152255,nm0427638,nm0388273,nm0175239",nm0540075,1,mystery science theater 3000 the movie
tt0117143,Nach Fünf im Urwald,Nach Fünf im Urwald,1995,99.0,1526.0,1,"nm0349654,nm1440551,nm0772691",nm0772691,1,nach funf im urwald
tt0117214,Á Mớmént ớf Innớcéncé,Nun va Goldoon,1996,78.0,3697.0,1,nm0538532,nm0538532,0,a moment of innocence
tt0117238,Ớmégá Dớớm,Ớmégá Dớớm,1996,84.0,3087.0,0,"nm0089502,nm0619547",nm0089502,1,omega doom
tt0117260,Original Gangstas,Original Gangstas,1996,99.0,1721.0,0,nm0711877,"nm0004365,nm0169540",1,original gangstas
tt0117283,The Pallbearer,The Pallbearer,1996,98.0,10269.0,0,"nm0441300,nm0716257",nm0716257,1,the pallbearer
tt0117293,Paradise Lost: The Child Murders at Robin Hood Hills,Paradise Lost: The Child Murders at Robin Hood Hills,1996,150.0,16296.0,1,,"nm0802501,nm0075666",1,paradise lost the child murders at robin hood hills
tt0117315,The Father,The Father,1996,91.0,1461.0,1,"nm0006498,nm0794768",nm0006498,1,the father
tt0117318,The People vs. Larry Flynt,The People vs. Larry Flynt,1996,130.0,92279.0,1,"nm0018735,nm0438989",nm0001232,1,the people vs larry flynt
tt0117372,The Preacher's Wife,The Preacher's Wife,1996,123.0,11819.0,0,"nm0622251,nm0792845,nm0073394,nm0560894,nm0778819",nm0001508,1,the preachers wife
tt0117412,Pédale douce,Pédale douce,1996,100.0,1786.0,0,"nm0013041,nm0658049,nm0863816",nm0013041,1,pedale douce
tt0117427,Race the Sun,Race the Sun,1996,100.0,3163.0,0,nm0607454,nm0304395,1,race the sun
tt0117477,Ridicule,Ridicule,1996,102.0,7489.0,1,"nm0913966,nm0275260,nm0895859",nm0496312,1,ridicule
tt0117482,Ripe,Ripe,1996,92.0,1085.0,0,nm0644806,nm0644806,1,ripe
tt0117500,The Rock,The Rock,1996,136.0,326002.0,1,"nm0918711,nm0177018,nm0743119",nm0000881,1,the rock
tt0117533,Sabotage,Sabotage,1996,99.0,1552.0,0,"nm0277281,nm0831370",nm0847749,1,sabotage
tt0117571,Scream,Scream,1996,111.0,313116.0,1,nm0932078,nm0000127,1,scream
tt0117609,Sgt. Kabukiman N.Y.P.D.,Sgt. Kabukiman N.Y.P.D.,1990,105.0,2915.0,0,"nm0442207,nm0651608,nm0765910,nm3174120,nm3173673","nm0442207,nm0381230",1,sgt kabukiman nypd
tt0117611,Shadow Builder,Shadow Builder,1998,101.0,1565.0,0,"nm0831370,nm0831290",nm0228858,1,shadow builder
tt0117688,Solo,Solo,1996,94.0,3558.0,0,"nm0556928,nm0179968",nm0053157,1,solo
tt0117690,Some Mother's Son,Some Mother's Son,1996,112.0,2765.0,1,"nm0313623,nm0006487",nm0313623,1,some mothers son
tt0117723,Spy Hard,Spy Hard,1996,81.0,37349.0,0,"nm0294997,nm0783536,nm0295007,nm0161003",nm0295007,1,spy hard
tt0117768,The Stupids,The Stupids,2006,94.0,3558.0,0,"nm0550930,nm0020068,nm0286715",nm0000484,1,the stupids
tt0117797,Swallowtail Butterfly,Swallowtail Butterfly,1996,148.0,3763.0,1,nm0412517,nm0412517,1,swallowtail butterfly
tt0117802,Swingers,Swingers,1996,96.0,3558.0,1,nm0269463,nm0510731,1,swingers
tt0117826,Bordello of Blood,Bordello of Blood,1996,87.0,3558.0,0,"nm0301362,nm0301826,nm0000709,nm0441623,nm0012155",nm0012155,1,bordello of blood
tt0117891,A Thin Line Between Love and Hate,A Thin Line Between Love and Hate,1996,108.0,4831.0,0,"nm0001454,nm0262558,nm0119425,nm0060076",nm0001454,1,a thin line between love and hate
tt0117894,Thinner,Thinner,1996,93.0,29810.0,0,"nm0000175,nm0568313,nm0276169",nm0276169,1,thinner
tt0117898,"This World, Then the Fireworks","This World, Then the Fireworks",1997,100.0,1207.0,0,"nm0860292,nm0343419",nm0643422,1,this world then the fireworks
tt0117909,Earth,Tierra,1996,125.0,3841.0,1,nm0575523,nm0575523,0,earth
tt0117913,A Time to Kill,A Time to Kill,1996,149.0,145215.0,1,"nm0001300,nm0326040",nm0001708,1,a time to kill
tt0117924,To Gillian on Her 37th Birthday,To Gillian on Her 37th Birthday,1996,93.0,4827.0,0,"nm0103684,nm0005082",nm0696309,1,to gillian on her 37th birthday
tt0117951,Tráinspớtting,Trainspotting,1996,93.0,661580.0,1,"nm0920543,nm0388076",nm0000965,0,trainspotting
tt0117958,Trees Lounge,Trees Lounge,1996,95.0,16117.0,1,nm0000114,nm0000114,1,trees lounge
tt0118011,Premeditated Murder,Ubistvo s predumisljajem,1995,94.0,1865.0,1,nm0783068,nm0831207,0,premeditated murder
tt0118073,A Very Brady Sequel,A Very Brady Sequel,1996,90.0,10635.0,0,"nm0777442,nm0253323,nm0438226,nm0073790,nm0956785",nm0762541,1,a very brady sequel
tt0118138,Werner - Das muss kesseln!!!,Werner - Das muss kesseln!!!,1996,85.0,3158.0,0,"nm1776048,nm0271143,nm0271136,nm0797327","nm0067296,nm0769405",1,werner das muss kesseln
tt0118147,When We Were Kings,When We Were Kings,1996,88.0,17472.0,1,,nm0309382,1,when we were kings
tt0118521,U2: Zoo TV Live from Sydney,U2: Zoo TV Live from Sydney,1994,118.0,1068.0,1,nm1376373,nm0539950,1,u2 zoo tv live from sydney
tt0118540,4 Little Girls,4 Little Girls,1997,102.0,3181.0,1,,nm0000490,1,4 little girls
tt0118541,8 Héáds in á Dúffél Bág,8 Heads in a Duffel Bag,1997,95.0,10279.0,0,nm0776114,nm0776114,0,8 heads in a duffel bag
tt0118589,Glittér,Glitter,2001,104.0,3558.0,0,"nm0921985,nm0486824",nm0193554,0,glitter
tt0118660,Auzaar,Auzaar,1997,127.0,1039.0,0,nm0451168,nm0451326,1,auzaar
tt0118663,B*Á*P*S,B*A*P*S,1997,91.0,5327.0,0,nm0004752,nm0870186,0,baps
tt0118665,Baby Geniuses,Baby Geniuses,1999,97.0,26158.0,0,"nm0666999,nm0559228,nm0335835,nm0163706,nm0584121",nm0163706,1,baby geniuses
tt0118715,The Big Lebowski,The Big Lebowski,1998,117.0,773595.0,1,"nm0001053,nm0001054","nm0001053,nm0001054",1,the big lebowski
tt0118749,Boogie Nights,Boogie Nights,2006,155.0,253097.0,1,nm0000759,nm0000759,1,boogie nights
tt0118750,Booty Call,Booty Call,1997,79.0,8727.0,0,"nm0119405,nm0662084",nm0689385,1,booty call
tt0118751,Border,Border,1997,176.0,15370.0,1,"nm0244892,nm0244898",nm0244892,1,border
tt0118755,The Borrowers,The Borrowers,1997,89.0,22030.0,0,"nm0636260,nm0779170,nm0436960",nm0382072,1,the borrowers
tt0118788,Lucky Star,La buena estrella,1997,110.0,2434.0,1,"nm0025117,nm0182275,nm0002797,nm0328000,nm0701966",nm0002797,0,lucky star
tt0118818,Career Girls,Career Girls,1997,83.0,3558.0,1,nm0005139,nm0005139,1,career girls
tt0118819,Live Flesh,Carne trémula,1997,103.0,30155.0,1,"nm0000264,nm0346277,nm0520943,nm0719334",nm0000264,0,live flesh
tt0118826,Thé Cástlé,The Castle,1997,85.0,15860.0,1,"nm0162274,nm0322467,nm0448088,nm0803203",nm0803203,0,the castle
tt0118843,"Black Cat, White Cat","Black Cat, White Cat",1998,127.0,52713.0,1,nm0586235,nm0001437,1,black cat white cat
tt0118849,Children of Heaven,Children of Heaven,1997,89.0,71329.0,1,nm0006498,nm0006498,1,children of heaven
tt0118852,Chinese Coffee,Chinese Coffee,2006,99.0,4174.0,1,nm0507277,nm0000199,1,chinese coffee
tt0118927,Dangerous Ground,Dangerous Ground,1997,95.0,1911.0,0,"nm0490417,nm0740213",nm0740213,1,dangerous ground
tt0118998,Doctor Dolittle,Doctor Dolittle,2006,85.0,95431.0,0,"nm0517452,nm0560894,nm0505648",nm0858525,1,doctor dolittle
tt0119008,Donnie Brasco,Donnie Brasco,1997,127.0,3558.0,1,"nm0685587,nm0940361,nm0001921",nm0001565,1,donnie brasco
tt0119038,Le Dîner de Cons,Le dîner de cons,1998,80.0,40379.0,1,nm0891554,nm0891554,0,le diner de cons
tt0119072,The First Semester,The First Semester,2006,95.0,1432.0,0,"nm0093051,nm0117507,nm0825289",nm0093051,1,the first semester
tt0119084,The Ex,The Ex,1996,87.0,1158.0,0,"nm1661375,nm0169540",nm0504495,1,the ex
tt0119086,Excess Baggage,Excess Baggage,1997,101.0,3558.0,0,"nm0011206,nm0166074,nm0478588",nm0104193,1,excess baggage
tt0119088,Éxécútivé Tárgét,Éxécútivé Tárgét,1997,100.0,1081.0,0,"nm0366330,nm0130502",nm0580726,1,executive target
tt0119116,The Fifth Element,The Fifth Element,2006,126.0,454017.0,1,"nm0000108,nm0436543",nm0000108,1,the fifth element
tt0119137,Flubber,Flubber,1997,93.0,87605.0,0,"nm0853139,nm0000455,nm0909556",nm0562645,1,flubber
tt0119174,The Game,The Game,2006,129.0,373927.0,1,"nm0104335,nm0274905",nm0000399,1,the game
tt0119177,Gattaca,Gattaca,1997,106.0,292512.0,1,nm0629272,nm0629272,1,gattaca
tt0119203,Glam,Glam,1997,92.0,2404.0,0,"nm0262923,nm0956362",nm0262923,1,glam
tt0119215,Good Burger,Good Burger,1997,95.0,28183.0,0,"nm0773759,nm0465741,nm0782499",nm0005367,1,good burger
tt0119239,Gupt: The Hidden Truth,Gupt: The Hidden Truth,1997,173.0,4905.0,1,"nm0101555,nm0706800,nm0787022",nm0706800,1,gupt the hidden truth
tt0119247,Half a Chance,1 chance sur 2,1998,104.0,2598.0,0,"nm0223250,nm0296829,nm0496312",nm0496312,0,half a chance
tt0119250,Firéwớrks,Hana-bi,2006,103.0,29586.0,1,nm0001429,nm0001429,0,fireworks
tt0119272,Heaven's Burning,Heaven's Burning,1997,96.0,1991.0,0,nm0637491,nm0481567,1,heavens burning
tt0119282,Hercules,Hercules,1997,93.0,218490.0,1,"nm0166256,nm0615780,nm0568490,nm0789624,nm0575293,nm0436314,nm0927845,nm0142200,nm0708319,nm0811279,nm0314788,nm0361315,nm1073262,nm0322368,nm0448208,nm0606407,nm0234837,nm0258059","nm0166256,nm0615780",1,hercules
tt0119304,Home Fries,Home Fries,1998,91.0,8384.0,0,nm0319213,nm0661751,1,home fries
tt0119327,Hugo Pool,Hugo Pool,1997,92.0,3558.0,0,"nm0002049,nm0259715",nm0002049,1,hugo pool
tt0119361,In thé Cớmpány ớf Mén,In thé Cớmpány ớf Mén,2006,97.0,13518.0,1,nm0001438,nm0001438,1,in the company of men
tt0119375,Insomnia,Insomnia,1997,96.0,13938.0,1,"nm0296154,nm0804408",nm0804408,1,insomnia
tt0119385,Iruvar,Iruvar,1997,140.0,5767.0,1,"nm0711745,nm0007124",nm0711745,1,iruvar
tt0119389,The Island on Bird Street,The Island on Bird Street,2006,107.0,1608.0,1,"nm0650059,nm0326089,nm0342617",nm0469273,1,the island on bird street
tt0119432,Jungle 2 Jungle,Jungle 2 Jungle,1997,105.0,23877.0,0,"nm0658836,nm0508293,nm0032561,nm0116091,nm0262595,nm0317279",nm0664756,1,jungle 2 jungle
tt0119448,Cháráctér,Cháráctér,1997,122.0,3558.0,1,"nm0096205,nm0311597,nm0226016,nm0576305",nm0226016,1,character
tt0119457,Kicked in the Head,Kicked in the Head,1997,87.0,1036.0,0,"nm0180984,nm0006798",nm0006798,1,kicked in the head
tt0119502,The Last Time I Committed Suicide,The Last Time I Committed Suicide,2006,92.0,2238.0,0,"nm0143944,nm0443181",nm0443181,1,the last time i committed suicide
tt0119512,Left Luggage,Left Luggage,1998,100.0,3558.0,1,"nm0295176,nm0904094",nm0469103,1,left luggage
tt0119522,Letters from a Killer,Letters from a Killer,1998,104.0,2293.0,0,"nm0382985,nm0589330,nm0005591",nm0141222,1,letters from a killer
tt0119561,The Long Way Home,The Long Way Home,1997,120.0,1141.0,1,nm0365057,nm0365057,1,the long way home
tt0119588,The Wax Mask,M.D.C. - Maschera di cera,1997,98.0,2163.0,0,"nm0000783,nm0002086,nm0204427,nm0503693,nm0830629",nm0830629,0,the wax mask
tt0119626,Martín (Hache),Martín (Hache),1997,123.0,4178.0,1,"nm0034899,nm0754428",nm0034899,1,martin hache
tt0119640,McHale's Navy,McHale's Navy,1997,108.0,3558.0,0,"nm0185578,nm0741239",nm0818465,1,mchales navy
tt0119642,Mean Guns,Mean Guns,1997,104.0,3558.0,0,nm0925973,nm0089502,1,mean guns
tt0119657,Men with Guns,Men with Guns,1997,127.0,2744.0,1,nm0000626,nm0000626,1,men with guns
tt0119670,Thé Mighty,Thé Mighty,1998,100.0,12911.0,1,"nm0679917,nm0495378",nm0155093,1,the mighty
