tconst,directors,primaryTitle,originalTitle,year,runtimeMinutes,numVotes,label,writers,title_is_same,normalized_title,log_numvotes,director_success_rate,director_movie_count,writer_success_rate,writer_movie_count,tomatoMeter,audienceScore,has_rt_match,genre_sci-fi,genre_mystery_and_thriller,genre_crime,genre_animation,genre_musical,genre_nature,genre_music,genre_biography,genre_documentary,genre_comedy,genre_holiday,genre_horror,genre_history,genre_romance,genre_anime,genre_lgbtq+,genre_adventure,genre_unknown,genre_kids_and_family,genre_action,genre_war,genre_drama,genre_sports_and_fitness,genre_fantasy,genre_western
tt0086961,nm0001425,Nớ Énd,Nớ Énd,1985,107.0,4705.0,1,"nm0001425,nm0682830",1,no end,8.4565935,1.0,3.0,1.0,3.5,90.0,76.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0048641,nm0000005,Smiles of a Summer Night,Sommarnattens leende,1955,109.0,13273.0,1,nm0000005,0,smiles of a summer night,9.493563,1.0,9.0,1.0,9.0,100.0,89.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2120120,nm0001060,Pixels,Pixels,2015,105.0,138491.0,0,"nm0379056,nm0000251,nm1268896",1,pixels,11.838568,0.3333333333333333,6.0,0.0,2.6666666666666665,18.0,46.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
tt0424823,nm0304830,Balls of Fury,Balls of Fury,2007,90.0,41924.0,0,"nm0502073,nm0304830",1,balls of fury,10.643638,0.0,1.0,0.0,1.0,21.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0145547,nm0429964,Two Hands,Two Hands,1999,103.0,12330.0,1,nm0429964,1,two hands,9.419871,0.5,2.0,1.0,1.0,75.0,80.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt6472976,nm1682573,Five Feet Apart,Five Feet Apart,2019,116.0,57187.0,1,"nm5657522,nm3037068",1,five feet apart,10.9541,1.0,2.0,1.0,1.0,53.0,79.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt1562859,nm1460159,Golmaal 3,Golmaal 3,2010,155.0,8092.0,0,"nm2366632,nm1182352,nm2678319,nm2260872",1,golmaal 3,8.9987545,0.0,6.0,0.0,6.5,38.0,50.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt8033592,nm0515002,Us and Them,Hou lai de wo men,2018,120.0,3787.0,1,"nm0025551,nm1562906,nm0515002,nm8853432,nm8353741",0,us and them,8.2395935,1.0,1.0,1.0,1.0,100.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0071853,"nm0000416,nm0001402",Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975,91.0,522043.0,1,"nm0001037,nm0000092,nm0001385,nm0000416,nm0001402,nm0001589,nm0540627",1,monty python and the holy grail,13.165507,1.0,1.0,1.0,4.0,98.0,95.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt5464234,nm4914022,Kill Switch,Kill Switch,2017,91.0,8492.0,0,"nm3224747,nm0634811",1,kill switch,9.046998,0.0,1.0,0.0,1.5,9.0,20.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt10543680,nm2028533,Ginny Weds Sunny,Ginny Weds Sunny,2020,125.0,4450.0,0,"nm5046012,nm7996207",1,ginny weds sunny,8.400884,0.0,1.0,0.1666666666666666,2.0,10.0,60.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt2404425,nm0193508,Woman in Gold,Woman in Gold,2015,109.0,56834.0,1,"nm0443252,nm2739175,nm2721839",1,woman in gold,10.947907,1.0,1.0,1.0,1.0,57.0,79.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt2548738,"nm3902730,nm1463198",Rich Hill,Rich Hill,2014,91.0,2337.0,1,,1,rich hill,7.757051,1.0,1.0,0.476174206379712,1.3870588235294117,84.0,81.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt11213600,nm5548130,Sardar Ka Grandson,Sardar Ka Grandson,2021,139.0,4364.0,0,"nm8201283,nm3451648,nm5548130",1,sardar ka grandson,8.381373,0.0,1.0,0.0,1.3333333333333333,20.0,50.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0055018,nm0002338,The Innocents,The Innocents,1961,100.0,29243.0,1,"nm0416556,nm0607876,nm0033780,nm0001986",1,the innocents,10.28343,1.0,3.0,1.0,1.75,95.0,86.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0120611,nm0635759,Blade,Blade,1998,120.0,260175.0,1,nm0275286,1,blade,12.469113,1.0,1.0,0.4,5.0,57.0,78.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
tt1925435,nm0704675,Frankenstein's Army,Frankenstein's Army,2013,84.0,8458.0,0,"nm0704675,nm0854185,nm0593222,nm0791217",1,frankensteins army,9.042986,0.0,1.0,0.1071428571428571,3.25,58.0,41.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt6673612,nm0300866,Dolittle,Dolittle,2020,101.0,56925.0,0,"nm0300866,nm2287168,nm3096061,nm2411725,nm0517452",1,dolittle,10.949508,0.0,1.0,0.1,1.4,15.0,76.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
tt0997047,nm0474955,College Road Trip,College Road Trip,2008,83.0,15902.0,0,"nm0595088,nm0933144,nm0666791,nm0202425",1,college road trip,9.674263,0.0,2.0,0.125,2.5,12.0,50.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0117039,nm0001403,Michael Collins,Michael Collins,1996,133.0,30861.0,1,nm0001403,1,michael collins,10.337281,1.0,4.0,1.0,4.0,78.0,84.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
tt2473510,nm0687427,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,2015,88.0,26941.0,0,"nm3091255,nm2065670,nm0733263,nm1134130,nm3500903,nm2305431",1,paranormal activity the ghost dimension,10.201442,0.0,1.0,0.0,1.8333333333333333,15.0,27.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt13279528,nm1061007,What We Wanted,Was wir wollten,2020,93.0,1681.0,0,"nm0092042,nm1061007,nm1001232,nm3782769",0,what we wanted,7.4277387,0.0,1.0,0.0,1.0,100.0,56.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0056215,nm0001596,Mamma Roma,Mamma Roma,1962,106.0,8890.0,1,nm0001596,1,mamma roma,9.092794,0.75,4.0,0.8333333333333334,6.0,94.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt9850386,nm0550881,The Bee Gees: How Can You Mend a Broken Heart,The Bee Gees: How Can You Mend a Broken Heart,2020,111.0,4144.0,1,nm0598531,1,the bee gees how can you mend a broken heart,8.3296585,1.0,1.0,1.0,12.0,96.0,93.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2532528,nm0746823,Dirty Wars,Dirty Wars,2013,87.0,9189.0,1,"nm0726935,nm1568139",1,dirty wars,9.125872,1.0,1.0,1.0,1.0,83.0,74.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1714206,nm1242054,The Spectacular Now,The Spectacular Now,2013,95.0,149300.0,1,"nm2354099,nm2352210,nm4043665",1,the spectacular now,11.91372,1.0,1.0,1.0,2.3333333333333335,91.0,76.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0037008,nm0695937,Laura,Laura,1944,88.0,45504.0,1,"nm0143837,nm0237225,nm0388755,nm0718101,nm0488057",1,laura,10.725577,0.7142857142857143,7.0,1.0,2.2,100.0,90.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0088847,nm0000455,Thé Bréákfást Clúb,The Breakfast Club,1985,97.0,376441.0,1,nm0000455,0,the breakfast club,12.838519,0.6666666666666666,3.0,0.3636363636363636,11.0,89.0,92.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt3272570,nm0004988,All Things Must Pass,All Things Must Pass: The Rise and Fall of Tower Records,2015,94.0,3160.0,1,nm6026697,0,all things must pass,8.058643,1.0,1.0,1.0,2.0,94.0,82.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt8444450,nm9107519,Pet Graveyard,Pet Graveyard,2019,100.0,1282.0,0,nm9985316,1,pet graveyard,7.156956,0.0,1.0,0.0,2.0,0.0,14.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0212815,nm0080120,Big Édén,Big Édén,2000,118.0,4412.0,1,nm0080120,1,big eden,8.39231,1.0,1.0,1.0,1.0,64.0,79.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tt0031762,nm0001328,Only Angels Have Wings,Only Angels Have Wings,1939,121.0,13595.0,1,"nm0299154,nm0001328,nm0341178,nm0710299",1,only angels have wings,9.51753,1.0,6.0,1.0,3.25,100.0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0105089,nm0872134,The Panama Deception,The Panama Deception,1992,91.0,1078.0,1,nm0440722,1,the panama deception,6.98379,1.0,1.0,1.0,1.0,100.0,74.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt5685006,"nm3442182,nm1508445",Puppet Master: The Littlest Reich,Puppet Master: The Littlest Reich,2018,90.0,3558.0,0,"nm0951975,nm0023929,nm0355790",1,puppet master the littlest reich,8.177235,0.0,1.0,0.1666666666666666,2.6666666666666665,70.0,52.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0425112,nm0942367,Hot Fuzz,Hot Fuzz,2007,121.0,3558.0,1,"nm0942367,nm0670408",1,hot fuzz,8.177235,1.0,1.0,1.0,1.0,91.0,89.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt3487994,nm0640031,Bloodsucking Bastards,Bloodsucking Bastards,2015,86.0,5876.0,0,"nm1216185,nm2369675,nm3051028,nm0640031,nm1234853",1,bloodsucking bastards,8.678802,0.0,1.0,0.0,1.2,67.0,48.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0062776,nm0549650,Candy,Candy,1968,124.0,3082.0,0,"nm0377750,nm0816143,nm1014991",1,candy,8.033658,0.0,1.0,0.2261904761904762,4.0,40.0,48.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0012532,nm0000428,Ớrpháns ớf thé Stớrm,Ớrpháns ớf thé Stớrm,1921,150.0,3558.0,1,"nm0257866,nm0180077,nm0000428",1,orphans of the storm,8.177235,1.0,2.0,1.0,1.3333333333333333,88.0,72.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt11649338,nm2206349,Black Friday,Black Friday,2021,84.0,2975.0,0,nm6286331,1,black friday,7.9983354,0.0,1.0,0.0,1.0,65.0,39.0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2103281,nm0716257,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,3558.0,1,"nm0093560,nm0415425,nm0798646,nm0099541",1,dawn of the planet of the apes,8.177235,0.75,4.0,0.875,3.25,91.0,88.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
tt8108198,nm1437189,Andhadhun,Andhadhun,2018,139.0,85117.0,1,"nm4914249,nm10091335,nm1437189,nm9634132,nm1381758,nm1930518",1,andhadhun,11.351794,1.0,2.0,1.0,1.6666666666666667,100.0,90.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt2387499,nm0609549,Keeping Up with the Joneses,Keeping Up with the Joneses,2016,105.0,61217.0,0,nm1942829,1,keeping up with the joneses,11.022197,0.0,1.0,0.0,1.0,19.0,37.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0329575,nm0002657,Seabiscuit,Seabiscuit,2003,140.0,70966.0,1,"nm1227780,nm0002657",1,seabiscuit,11.1699705,1.0,2.0,0.625,3.0,78.0,76.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt5179598,nm0185063,Billionaire Boys Club,Billionaire Boys Club,2018,108.0,12399.0,0,"nm0185063,nm0561359",1,billionaire boys club,9.425451,0.0,1.0,0.0,1.0,7.0,34.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0450259,nm0001880,Blớớd Diámớnd,Blood Diamond,2006,143.0,524580.0,1,"nm0495378,nm2057149",0,blood diamond,13.170355,1.0,4.0,1.0,2.0,63.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
tt0276033,nm0368614,The Country Bears,The Country Bears,2002,88.0,5446.0,0,nm0991423,1,the country bears,8.60282,0.0,1.0,0.0,1.0,31.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1059836,nm0624423,Transit,Transit,2012,88.0,11151.0,0,nm2010233,1,transit,9.319374,0.0,2.0,0.0,1.0,50.0,30.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0047647,nm0000736,Vera Cruz,Vera Cruz,1954,94.0,9802.0,1,"nm0452134,nm0916139,nm0153698",1,vera cruz,9.190444,1.0,2.0,0.9333333333333332,4.0,81.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0116367,nm0001675,From Dusk Till Dawn,From Dusk Till Dawn,1996,108.0,3558.0,1,"nm0476071,nm0000233",1,from dusk till dawn,8.177235,0.6666666666666666,3.0,0.9,3.0,63.0,76.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0088146,nm0422484,A Soldier's Story,A Soldier's Story,1984,101.0,3558.0,1,nm0298191,1,a soldiers story,8.177235,0.8333333333333334,6.0,1.0,1.0,92.0,82.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0116695,nm0001081,Jerry Maguire,Jerry Maguire,1996,139.0,254959.0,1,nm0001081,1,jerry maguire,12.448862,1.0,3.0,1.0,3.0,84.0,79.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0029947,nm0001328,Bringing Up Baby,Bringing Up Baby,1938,102.0,59515.0,1,"nm0629580,nm0928444",1,bringing up baby,10.994,1.0,6.0,1.0,5.5,94.0,89.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt8332666,nm3160595,Tớné-Déáf,Tớné-Déáf,2019,87.0,2579.0,0,nm3160595,1,tonedeaf,7.8555446,0.0,2.0,0.0,2.0,44.0,33.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1430607,"nm0809877,nm0176905",Arthur Christmas,Arthur Christmas,2011,97.0,55789.0,1,"nm0063165,nm0809877",1,arthur christmas,10.92935,1.0,1.0,1.0,2.0,92.0,77.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
tt0835418,nm0151540,The Babymakers,The Babymakers,2012,95.0,8623.0,0,"nm0310087,nm0841532",1,the babymakers,9.0623045,0.25,4.0,0.0,2.5,8.0,22.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0411195,nm0001403,Breakfast on Pluto,Breakfast on Pluto,2005,128.0,21968.0,1,"nm0001403,nm0564496",1,breakfast on pluto,9.997388,1.0,4.0,1.0,2.5,57.0,80.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tt3268668,nm0417054,Captive,Captive,2015,97.0,6748.0,0,"nm0083349,nm2053278,nm8354080,nm3690965",1,captive,8.817149,0.0,4.0,0.0,1.0,27.0,43.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1103153,nm0525659,Killers,Killers,2010,100.0,90104.0,0,"nm0220521,nm0341372",1,killers,11.4087305,0.0,2.0,0.0,1.0,10.0,41.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0087800,nm0000127,A Nightmare on Elm Street,A Nightmare on Elm Street,1984,91.0,224613.0,1,nm0000127,1,a nightmare on elm street,12.322139,0.5,4.0,0.5,4.0,95.0,84.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt8521876,nm0037708,Yes Day,Yes Day,2021,86.0,21172.0,0,"nm3675159,nm6676088,nm6676089",1,yes day,9.960482,0.0,2.0,0.0,1.6666666666666667,51.0,44.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0425637,nm0000247,Red Cliff,Chi bi,2008,288.0,3558.0,1,"nm0000247,nm1502082,nm1171056,nm2370726,nm0526824",0,red cliff,8.177235,0.8,5.0,0.96,2.6,91.0,78.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
tt0112682,"nm0000466,nm0001988",The City of Lost Children,The City of Lost Children,1995,112.0,67095.0,1,"nm0012496,nm0000466,nm0001988,nm0491011",1,the city of lost children,11.11388,1.0,1.0,1.0,2.5,80.0,90.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt1536410,nm1077275,Faces in the Crowd,Faces in the Crowd,2011,103.0,19065.0,0,"nm1077275,nm2409312,nm1636259",1,faces in the crowd,9.855662,0.0,1.0,0.0,1.0,0.0,34.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1484521,nm0515913,30 Béáts,30 Béáts,2012,88.0,1004.0,0,nm0515913,1,30 beats,6.9127426,0.0,1.0,0.0,1.0,5.0,16.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt2689958,nm1664036,Big Sky,Big Sky,2015,90.0,3558.0,0,nm3654489,1,big sky,8.177235,0.0,1.0,0.0,1.0,18.0,9.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0069289,nm0006837,Snoopy Come Home,Snoopy Come Home,1972,81.0,4537.0,1,nm0776433,1,snoopy come home,8.420241,1.0,2.0,1.0,3.0,93.0,84.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt9257484,nm1991847,Rattlesnake,Rattlesnake,2019,85.0,8297.0,0,nm1991847,1,rattlesnake,9.023769,0.0,1.0,0.0,1.0,30.0,16.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0123328,nm0150897,Made in Hong Kong,Heung Gong jai jo,1997,109.0,2329.0,1,nm0150897,0,made in hong kong,7.7536235,0.5,2.0,1.0,1.0,100.0,92.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0479500,nm0281598,Nancy Drew,Nancy Drew,2007,99.0,3558.0,0,"nm0281598,nm0667330,nm0444696",1,nancy drew,8.177235,0.0,3.0,0.0,1.3333333333333333,49.0,59.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
tt0028773,nm0943758,Dead End,Dead End,1937,93.0,3558.0,1,"nm0375484,nm0455549",1,dead end,8.177235,1.0,11.0,1.0,3.5,91.0,77.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt4738776,nm0001287,Half Magic,Half Magic,2018,94.0,3558.0,0,nm0001287,1,half magic,8.177235,0.0,1.0,0.0,1.0,62.0,53.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0078748,nm0000631,Alien,Alien,1979,117.0,833476.0,1,"nm0639321,nm0795953",1,alien,13.633362,1.0,3.0,0.4166666666666666,2.5,98.0,94.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt4126568,nm4726966,Open Water 3: Cage Dive,Open Water 3: Cage Dive,2017,80.0,4309.0,0,"nm4726966,nm7072248",1,open water 3 cage dive,8.368693,0.0,1.0,0.0,1.0,25.0,15.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0082801,nm0000814,Neighbors,Neighbors,1981,94.0,7864.0,0,"nm0074383,nm0312205",1,neighbors,8.970178,0.3333333333333333,3.0,0.1666666666666666,2.0,57.0,49.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1313092,nm2391575,Ánimál Kingdớm,Animal Kingdom,2010,113.0,56634.0,1,nm2391575,0,animal kingdom,10.944383,1.0,2.0,1.0,2.0,95.0,83.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0762073,nm0661791,Thirst,Thirst,2009,134.0,45226.0,1,"nm0957652,nm0661791,nm1941029",1,thirst,10.71945,1.0,3.0,1.0,2.6666666666666665,81.0,75.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0083833,nm0001469,Diner,Diner,1982,110.0,20435.0,1,nm0001469,1,diner,9.925054,0.5,6.0,1.0,4.0,91.0,77.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt3450958,nm0716257,War for the Planet of the Apes,War for the Planet of the Apes,2017,140.0,242295.0,1,"nm0093560,nm0716257,nm0415425,nm0798646,nm0099541",1,war for the planet of the apes,12.397916,0.75,4.0,0.8,3.4,94.0,84.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
tt0075902,nm0906667,Man of Marble,Man of Marble,1977,165.0,4238.0,1,nm0778448,1,man of marble,8.352082,0.8,5.0,1.0,2.0,71.0,85.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt2091478,nm1703669,Air,Air,2015,95.0,12068.0,0,"nm1703669,nm1579326",1,air,9.398396,0.0,1.0,0.0,1.0,17.0,23.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0097202,nm0000247,The Killer,The Killer,1989,111.0,47393.0,1,nm0000247,1,the killer,10.766251,0.8,5.0,0.8,5.0,98.0,92.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0066026,nm0000265,MASH,M*A*S*H,1970,116.0,70767.0,1,"nm0393645,nm0488057",0,mash,11.167162,0.625,8.0,1.0,2.5,84.0,83.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0027914,nm0886754,Love on the Run,Love on the Run,1936,80.0,1219.0,0,"nm0536941,nm0781719,nm0403391,nm0337588,nm0110901,nm0000581",1,love on the run,7.106606,0.6666666666666666,3.0,0.3680555555555556,3.1666666666666665,80.0,64.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0105871,nm0946811,Year of the Comet,Year of the Comet,1992,91.0,1607.0,0,nm0001279,1,year of the comet,7.382746,0.75,4.0,0.6,5.0,0.0,48.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0069035,nm0873296,The New Land,Nybyggarna,1972,202.0,4390.0,1,"nm0595002,nm0286873,nm0873296",0,the new land,8.387312,1.0,3.0,1.0,1.6666666666666667,100.0,85.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
tt0120917,nm0227540,The Emperor's New Groove,The Emperor's New Groove,2000,78.0,192434.0,1,"nm0930261,nm0227540,nm0721675,nm0027459,nm2320658,nm0636236,nm0021249,nm0414226,nm0291208,nm0448208,nm0910559",1,the emperors new groove,12.167514,1.0,1.0,0.9545454545454546,1.818181818181818,86.0,83.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0469903,nm0001219,The Express,The Express,2008,130.0,20968.0,1,"nm0495378,nm1974392",1,the express,9.950801,1.0,2.0,1.0,2.0,62.0,75.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0137523,nm0000399,Fight Club,Fight Club,1999,139.0,1969585.0,1,"nm0657333,nm0880243",1,fight club,14.493334,1.0,5.0,1.0,1.0,79.0,96.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0314786,nm0281598,Thé In-Láws,The In-Laws,2003,98.0,16873.0,0,"nm0000921,nm0560894,nm0004412",0,the inlaws,9.733529,0.0,3.0,0.1777777777777777,4.0,33.0,40.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0234837,nm0521601,Suzhou River,Suzhou River,2000,83.0,4673.0,1,nm0521601,1,suzhou river,8.449771,1.0,2.0,1.0,2.0,91.0,84.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0109480,nm0006916,Cops and Robbersons,Cops and Robbersons,1994,93.0,6734.0,0,nm0813825,1,cops and robbersons,8.815073,0.0,4.0,0.0,1.0,14.0,22.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
